booster uptake,inherent characteristics
booster uptake,lower vaccine
booster uptake,many people
booster uptake,mortality
booster uptake,older people
booster uptake,overall vaccine
booster uptake,people
booster uptake,several EU/EEA countries
booster uptake,severe cases
booster uptake,severe clinical outcomes
booster uptake,severe illness
booster uptake,severity
booster uptake,suboptimal levels
booster uptake,substantial pressure
booster uptake,that
booster uptake,the EU/EEA
booster uptake,the current overall 14-day notification rate
booster uptake,the expected impact
booster uptake,the functioning
booster uptake,the highest disease burden
booster uptake,the highest peak
booster uptake,the levels
booster uptake,the majority
booster uptake,the number
booster uptake,the pandemic
booster uptake,the reduction
booster uptake,the same time
booster uptake,the society
booster uptake,the uptake
booster uptake,the very high levels
booster uptake,the virus
booster uptake,their healthcare systems
booster uptake,this
booster uptake,three vaccine doses
booster uptake,uptake
booster uptake,vaccination
booster uptake,vaccine effectiveness studies
booster uptake,very high vaccine uptake
booster uptake,week
booster uptake,which
booster uptake,work
cases,100 000 population
cases,2 621 cases
cases,28.4–82.9%
cases,60%
cases,80%
cases,EU/EEA countries
cases,ICU admission
cases,Omicron
cases,Omicron infection
cases,Omicron infections
cases,a delayed increase
cases,a period
cases,a severe clinical outcome
cases,a significant role
cases,a whole
cases,absence
cases,adults
cases,booster doses
cases,booster uptake
cases,community transmission
cases,comparison
cases,countries
cases,country range
cases,date
cases,deaths
cases,earlier circulating variants
cases,earlier pandemic waves
cases,education
cases,effectiveness
cases,hospitalisation
cases,hospitalisation rates
cases,inherent characteristics
cases,lower vaccine
cases,many people
cases,mortality
cases,older people
cases,overall vaccine
cases,people
cases,several EU/EEA countries
cases,severe cases
cases,severe clinical outcomes
cases,severe illness
cases,severity
cases,suboptimal levels
cases,substantial pressure
cases,that
cases,the EU/EEA
cases,the current overall 14-day notification rate
cases,the expected impact
cases,the functioning
cases,the highest disease burden
cases,the highest peak
cases,the levels
cases,the majority
cases,the number
cases,the pandemic
cases,the reduction
cases,the same time
cases,the society
cases,the uptake
cases,the very high levels
cases,the virus
cases,their healthcare systems
cases,this
cases,three vaccine doses
cases,uptake
cases,vaccination
cases,vaccine effectiveness studies
cases,very high vaccine uptake
cases,week
cases,which
cases,work
community transmission,100 000 population
community transmission,2 621 cases
community transmission,28.4–82.9%
community transmission,60%
community transmission,80%
community transmission,EU/EEA countries
community transmission,ICU admission
community transmission,Omicron infection
community transmission,Omicron infections
community transmission,a delayed increase
community transmission,a period
community transmission,a severe clinical outcome
community transmission,a significant role
community transmission,a whole
community transmission,absence
community transmission,adults
community transmission,booster doses
community transmission,booster uptake
community transmission,cases
community transmission,comparison
community transmission,countries
community transmission,country range
community transmission,date
community transmission,deaths
community transmission,earlier circulating variants
community transmission,earlier pandemic waves
community transmission,education
community transmission,effectiveness
community transmission,hospitalisation
community transmission,hospitalisation rates
community transmission,inherent characteristics
community transmission,lower vaccine
community transmission,many people
community transmission,mortality
community transmission,older people
community transmission,overall vaccine
community transmission,people
community transmission,several EU/EEA countries
community transmission,severe cases
community transmission,severe clinical outcomes
community transmission,severe illness
community transmission,severity
community transmission,suboptimal levels
community transmission,substantial pressure
community transmission,that
community transmission,the EU/EEA
community transmission,the current overall 14-day notification rate
community transmission,the expected impact
community transmission,the functioning
community transmission,the highest disease burden
community transmission,the highest peak
community transmission,the levels
community transmission,the majority
community transmission,the pandemic
community transmission,the reduction
community transmission,the same time
community transmission,the society
community transmission,the uptake
community transmission,the very high levels
community transmission,the virus
community transmission,their healthcare systems
community transmission,this
community transmission,three vaccine doses
community transmission,uptake
community transmission,vaccine effectiveness studies
community transmission,very high vaccine uptake
community transmission,week
community transmission,which
community transmission,work
comparison,100 000 population
comparison,2 621 cases
comparison,28.4–82.9%
comparison,60%
comparison,80%
comparison,EU/EEA countries
comparison,ICU admission
comparison,Omicron
comparison,Omicron infection
comparison,Omicron infections
comparison,a delayed increase
comparison,a period
comparison,a severe clinical outcome
comparison,a significant role
comparison,a whole
comparison,absence
comparison,adults
comparison,booster doses
comparison,booster uptake
comparison,cases
comparison,community transmission
comparison,countries
comparison,country range
comparison,date
comparison,deaths
comparison,earlier circulating variants
comparison,earlier pandemic waves
comparison,education
comparison,effectiveness
comparison,hospitalisation
comparison,hospitalisation rates
comparison,inherent characteristics
comparison,lower vaccine
comparison,many people
comparison,mortality
comparison,older people
comparison,overall vaccine
comparison,people
comparison,several EU/EEA countries
comparison,severe cases
comparison,severe clinical outcomes
comparison,severe illness
comparison,severity
comparison,suboptimal levels
comparison,substantial pressure
comparison,that
comparison,the EU/EEA
comparison,the current overall 14-day notification rate
comparison,the expected impact
comparison,the functioning
comparison,the highest disease burden
comparison,the highest peak
comparison,the levels
comparison,the majority
comparison,the number
comparison,the pandemic
comparison,the reduction
comparison,the same time
comparison,the society
comparison,the uptake
comparison,the very high levels
comparison,the virus
comparison,their healthcare systems
comparison,this
comparison,three vaccine doses
comparison,uptake
comparison,vaccination
comparison,vaccine effectiveness studies
comparison,very high vaccine uptake
comparison,week
comparison,which
comparison,work
countries,100 000 population
countries,2 621 cases
countries,28.4–82.9%
countries,60%
countries,80%
countries,EU/EEA countries
countries,ICU admission
countries,Omicron
countries,Omicron infection
countries,Omicron infections
countries,a delayed increase
countries,a period
countries,a severe clinical outcome
countries,a significant role
countries,a whole
countries,absence
countries,adults
countries,booster doses
countries,booster uptake
countries,cases
countries,community transmission
countries,comparison
countries,countries
countries,country range
countries,date
countries,deaths
countries,earlier circulating variants
countries,earlier pandemic waves
countries,education
countries,effectiveness
countries,hospitalisation
countries,hospitalisation rates
countries,inherent characteristics
countries,lower vaccine
countries,many people
countries,mortality
countries,older people
countries,overall vaccine
countries,people
countries,several EU/EEA countries
countries,severe cases
countries,severe clinical outcomes
countries,severe illness
countries,severity
countries,suboptimal levels
countries,substantial pressure
countries,that
countries,the EU/EEA
countries,the current overall 14-day notification rate
countries,the expected impact
countries,the functioning
countries,the highest disease burden
countries,the highest peak
countries,the levels
countries,the majority
countries,the number
countries,the pandemic
countries,the reduction
countries,the same time
countries,the society
countries,the uptake
countries,the very high levels
countries,the virus
countries,their healthcare systems
countries,this
countries,three vaccine doses
countries,uptake
countries,vaccination
countries,vaccine effectiveness studies
countries,very high vaccine uptake
countries,week
countries,which
countries,work
country range,100 000 population
country range,2 621 cases
country range,28.4–82.9%
country range,60%
country range,80%
country range,EU/EEA countries
country range,ICU admission
country range,Omicron
country range,Omicron infection
country range,Omicron infections
country range,a delayed increase
country range,a period
country range,a severe clinical outcome
country range,a significant role
country range,a whole
country range,absence
country range,adults
country range,booster doses
country range,booster uptake
country range,cases
country range,community transmission
country range,comparison
country range,countries
country range,date
country range,deaths
country range,earlier circulating variants
country range,earlier pandemic waves
country range,education
country range,effectiveness
country range,hospitalisation
country range,hospitalisation rates
country range,inherent characteristics
country range,lower vaccine
country range,many people
country range,mortality
country range,older people
country range,overall vaccine
country range,people
country range,several EU/EEA countries
country range,severe cases
country range,severe clinical outcomes
country range,severe illness
country range,severity
country range,suboptimal levels
country range,substantial pressure
country range,that
country range,the EU/EEA
country range,the current overall 14-day notification rate
country range,the expected impact
country range,the functioning
country range,the highest disease burden
country range,the highest peak
country range,the levels
country range,the majority
country range,the number
country range,the pandemic
country range,the reduction
country range,the same time
country range,the society
country range,the uptake
country range,the very high levels
country range,the virus
country range,their healthcare systems
country range,this
country range,three vaccine doses
country range,uptake
country range,vaccination
country range,vaccine effectiveness studies
country range,very high vaccine uptake
country range,week
country range,which
country range,work
date,100 000 population
date,2 621 cases
date,28.4–82.9%
date,60%
date,80%
date,EU/EEA countries
date,ICU admission
date,Omicron
date,Omicron infection
date,Omicron infections
date,a delayed increase
date,a period
date,a severe clinical outcome
date,a significant role
date,a whole
date,absence
date,adults
date,booster doses
date,booster uptake
date,cases
date,community transmission
date,comparison
date,countries
date,country range
date,deaths
date,earlier circulating variants
date,earlier pandemic waves
date,education
date,effectiveness
date,hospitalisation
date,hospitalisation rates
date,inherent characteristics
date,lower vaccine
date,many people
date,mortality
date,older people
date,overall vaccine
date,people
date,several EU/EEA countries
date,severe cases
date,severe clinical outcomes
date,severe illness
date,severity
date,suboptimal levels
date,substantial pressure
date,that
date,the EU/EEA
date,the current overall 14-day notification rate
date,the expected impact
date,the functioning
date,the highest disease burden
date,the highest peak
date,the levels
date,the majority
date,the number
date,the pandemic
date,the reduction
date,the same time
date,the society
date,the uptake
date,the very high levels
date,the virus
date,their healthcare systems
date,this
date,three vaccine doses
date,uptake
date,vaccination
date,vaccine effectiveness studies
date,very high vaccine uptake
date,week
date,which
date,work
deaths,100 000 population
deaths,2 621 cases
deaths,28.4–82.9%
deaths,60%
deaths,80%
deaths,EU/EEA countries
deaths,ICU admission
deaths,Omicron
deaths,Omicron infection
deaths,Omicron infections
deaths,a delayed increase
deaths,a period
deaths,a severe clinical outcome
deaths,a significant role
deaths,a whole
deaths,absence
deaths,adults
deaths,booster doses
deaths,booster uptake
deaths,cases
deaths,community transmission
deaths,comparison
deaths,countries
deaths,country range
deaths,date
deaths,earlier circulating variants
deaths,earlier pandemic waves
deaths,education
deaths,effectiveness
deaths,hospitalisation
deaths,hospitalisation rates
deaths,inherent characteristics
deaths,lower vaccine
deaths,many people
deaths,mortality
deaths,older people
deaths,overall vaccine
deaths,people
deaths,several EU/EEA countries
deaths,severe cases
deaths,severe clinical outcomes
deaths,severe illness
deaths,severity
deaths,suboptimal levels
deaths,substantial pressure
deaths,that
deaths,the EU/EEA
deaths,the current overall 14-day notification rate
deaths,the expected impact
deaths,the functioning
deaths,the highest disease burden
deaths,the highest peak
deaths,the levels
deaths,the majority
deaths,the number
deaths,the pandemic
deaths,the reduction
deaths,the same time
deaths,the society
deaths,the uptake
deaths,the very high levels
deaths,the virus
deaths,their healthcare systems
deaths,this
deaths,three vaccine doses
deaths,uptake
deaths,vaccination
deaths,vaccine effectiveness studies
deaths,very high vaccine uptake
deaths,week
deaths,which
deaths,work
earlier circulating variants,100 000 population
earlier circulating variants,2 621 cases
earlier circulating variants,28.4–82.9%
earlier circulating variants,60%
earlier circulating variants,80%
earlier circulating variants,EU/EEA countries
earlier circulating variants,ICU admission
earlier circulating variants,Omicron
earlier circulating variants,Omicron infection
earlier circulating variants,Omicron infections
earlier circulating variants,a delayed increase
earlier circulating variants,a period
earlier circulating variants,a severe clinical outcome
earlier circulating variants,a significant role
earlier circulating variants,a whole
earlier circulating variants,absence
earlier circulating variants,adults
earlier circulating variants,booster doses
earlier circulating variants,booster uptake
earlier circulating variants,cases
earlier circulating variants,community transmission
earlier circulating variants,comparison
earlier circulating variants,countries
earlier circulating variants,country range
earlier circulating variants,date
earlier circulating variants,deaths
earlier circulating variants,earlier pandemic waves
earlier circulating variants,education
earlier circulating variants,effectiveness
earlier circulating variants,hospitalisation
earlier circulating variants,hospitalisation rates
earlier circulating variants,inherent characteristics
earlier circulating variants,lower vaccine
earlier circulating variants,many people
earlier circulating variants,mortality
earlier circulating variants,older people
earlier circulating variants,overall vaccine
earlier circulating variants,people
earlier circulating variants,several EU/EEA countries
earlier circulating variants,severe cases
earlier circulating variants,severe clinical outcomes
earlier circulating variants,severe illness
earlier circulating variants,severity
earlier circulating variants,suboptimal levels
earlier circulating variants,substantial pressure
earlier circulating variants,that
earlier circulating variants,the EU/EEA
earlier circulating variants,the current overall 14-day notification rate
earlier circulating variants,the expected impact
earlier circulating variants,the functioning
earlier circulating variants,the highest disease burden
earlier circulating variants,the highest peak
earlier circulating variants,the levels
earlier circulating variants,the majority
earlier circulating variants,the number
earlier circulating variants,the pandemic
earlier circulating variants,the reduction
earlier circulating variants,the same time
earlier circulating variants,the society
earlier circulating variants,the uptake
earlier circulating variants,the very high levels
earlier circulating variants,the virus
earlier circulating variants,their healthcare systems
earlier circulating variants,this
earlier circulating variants,three vaccine doses
earlier circulating variants,uptake
earlier circulating variants,vaccination
earlier circulating variants,vaccine effectiveness studies
earlier circulating variants,very high vaccine uptake
earlier circulating variants,week
earlier circulating variants,which
earlier circulating variants,work
earlier pandemic waves,100 000 population
earlier pandemic waves,2 621 cases
earlier pandemic waves,28.4–82.9%
earlier pandemic waves,60%
earlier pandemic waves,80%
earlier pandemic waves,EU/EEA countries
earlier pandemic waves,ICU admission
earlier pandemic waves,Omicron
earlier pandemic waves,Omicron infection
earlier pandemic waves,Omicron infections
earlier pandemic waves,a delayed increase
earlier pandemic waves,a period
earlier pandemic waves,a severe clinical outcome
earlier pandemic waves,a significant role
earlier pandemic waves,a whole
earlier pandemic waves,absence
earlier pandemic waves,adults
earlier pandemic waves,booster doses
earlier pandemic waves,booster uptake
earlier pandemic waves,cases
earlier pandemic waves,community transmission
earlier pandemic waves,comparison
earlier pandemic waves,countries
earlier pandemic waves,country range
earlier pandemic waves,date
earlier pandemic waves,deaths
earlier pandemic waves,earlier circulating variants
earlier pandemic waves,education
earlier pandemic waves,effectiveness
earlier pandemic waves,hospitalisation
earlier pandemic waves,hospitalisation rates
earlier pandemic waves,inherent characteristics
earlier pandemic waves,lower vaccine
earlier pandemic waves,many people
earlier pandemic waves,mortality
earlier pandemic waves,older people
earlier pandemic waves,overall vaccine
earlier pandemic waves,people
earlier pandemic waves,several EU/EEA countries
earlier pandemic waves,severe cases
earlier pandemic waves,severe clinical outcomes
earlier pandemic waves,severe illness
earlier pandemic waves,severity
earlier pandemic waves,suboptimal levels
earlier pandemic waves,substantial pressure
earlier pandemic waves,that
earlier pandemic waves,the EU/EEA
earlier pandemic waves,the current overall 14-day notification rate
earlier pandemic waves,the expected impact
earlier pandemic waves,the functioning
earlier pandemic waves,the highest disease burden
earlier pandemic waves,the highest peak
earlier pandemic waves,the levels
earlier pandemic waves,the majority
earlier pandemic waves,the number
earlier pandemic waves,the pandemic
earlier pandemic waves,the reduction
earlier pandemic waves,the same time
earlier pandemic waves,the society
earlier pandemic waves,the uptake
earlier pandemic waves,the very high levels
earlier pandemic waves,the virus
earlier pandemic waves,their healthcare systems
earlier pandemic waves,this
earlier pandemic waves,three vaccine doses
earlier pandemic waves,uptake
earlier pandemic waves,vaccination
earlier pandemic waves,vaccine effectiveness studies
earlier pandemic waves,very high vaccine uptake
earlier pandemic waves,week
earlier pandemic waves,which
earlier pandemic waves,work
education,100 000 population
education,2 621 cases
education,28.4–82.9%
education,60%
education,80%
education,EU/EEA countries
education,ICU admission
education,Omicron
education,Omicron infection
education,Omicron infections
education,a delayed increase
education,a period
education,a severe clinical outcome
education,a significant role
education,a whole
education,absence
education,adults
education,booster doses
education,booster uptake
education,cases
education,community transmission
education,comparison
education,countries
education,country range
education,date
education,deaths
education,earlier circulating variants
education,earlier pandemic waves
education,effectiveness
education,hospitalisation
education,hospitalisation rates
education,inherent characteristics
education,lower vaccine
education,many people
education,mortality
education,older people
education,overall vaccine
education,people
education,several EU/EEA countries
education,severe cases
education,severe clinical outcomes
education,severe illness
education,severity
education,suboptimal levels
education,substantial pressure
education,that
education,the EU/EEA
education,the current overall 14-day notification rate
education,the expected impact
education,the functioning
education,the highest disease burden
education,the highest peak
education,the levels
education,the majority
education,the number
education,the pandemic
education,the reduction
education,the same time
education,the society
education,the uptake
education,the very high levels
education,the virus
education,their healthcare systems
education,this
education,three vaccine doses
education,uptake
education,vaccination
education,vaccine effectiveness studies
education,very high vaccine uptake
education,week
education,which
education,work
effectiveness,100 000 population
effectiveness,2 621 cases
effectiveness,28.4–82.9%
effectiveness,60%
effectiveness,80%
effectiveness,EU/EEA countries
effectiveness,ICU admission
effectiveness,Omicron
effectiveness,Omicron infection
effectiveness,Omicron infections
effectiveness,a delayed increase
effectiveness,a period
effectiveness,a severe clinical outcome
effectiveness,a significant role
effectiveness,a whole
effectiveness,absence
effectiveness,adults
effectiveness,booster doses
effectiveness,booster uptake
effectiveness,cases
effectiveness,community transmission
effectiveness,comparison
effectiveness,countries
effectiveness,country range
effectiveness,date
effectiveness,deaths
effectiveness,earlier circulating variants
effectiveness,earlier pandemic waves
effectiveness,education
effectiveness,hospitalisation
effectiveness,hospitalisation rates
effectiveness,inherent characteristics
effectiveness,lower vaccine
effectiveness,many people
effectiveness,mortality
effectiveness,older people
effectiveness,overall vaccine
effectiveness,people
effectiveness,several EU/EEA countries
effectiveness,severe cases
effectiveness,severe clinical outcomes
effectiveness,severe illness
effectiveness,severity
effectiveness,suboptimal levels
effectiveness,substantial pressure
effectiveness,that
effectiveness,the EU/EEA
effectiveness,the current overall 14-day notification rate
effectiveness,the expected impact
effectiveness,the functioning
effectiveness,the highest disease burden
effectiveness,the highest peak
effectiveness,the levels
effectiveness,the majority
effectiveness,the number
effectiveness,the pandemic
effectiveness,the reduction
effectiveness,the same time
effectiveness,the society
effectiveness,the uptake
effectiveness,the very high levels
effectiveness,the virus
effectiveness,their healthcare systems
effectiveness,this
effectiveness,three vaccine doses
effectiveness,uptake
effectiveness,vaccination
effectiveness,vaccine effectiveness studies
effectiveness,very high vaccine uptake
effectiveness,week
effectiveness,which
effectiveness,work
hospitalisation,100 000 population
hospitalisation,2 621 cases
hospitalisation,28.4–82.9%
hospitalisation,60%
hospitalisation,80%
hospitalisation,EU/EEA countries
hospitalisation,ICU admission
hospitalisation,Omicron
hospitalisation,Omicron infection
hospitalisation,Omicron infections
hospitalisation,a delayed increase
hospitalisation,a period
hospitalisation,a severe clinical outcome
hospitalisation,a significant role
hospitalisation,a whole
hospitalisation,absence
hospitalisation,adults
hospitalisation,booster doses
hospitalisation,booster uptake
hospitalisation,cases
hospitalisation,community transmission
hospitalisation,comparison
hospitalisation,countries
hospitalisation,country range
hospitalisation,date
hospitalisation,deaths
hospitalisation,earlier circulating variants
hospitalisation,earlier pandemic waves
hospitalisation,education
hospitalisation,effectiveness
hospitalisation,hospitalisation rates
hospitalisation,inherent characteristics
hospitalisation,lower vaccine
hospitalisation,many people
hospitalisation,mortality
hospitalisation,older people
hospitalisation,overall vaccine
hospitalisation,people
hospitalisation,several EU/EEA countries
hospitalisation,severe cases
hospitalisation,severe clinical outcomes
hospitalisation,severe illness
hospitalisation,severity
hospitalisation,suboptimal levels
hospitalisation,substantial pressure
hospitalisation,that
hospitalisation,the EU/EEA
hospitalisation,the current overall 14-day notification rate
hospitalisation,the expected impact
hospitalisation,the functioning
hospitalisation,the highest disease burden
hospitalisation,the highest peak
hospitalisation,the levels
hospitalisation,the majority
hospitalisation,the number
hospitalisation,the pandemic
hospitalisation,the reduction
hospitalisation,the same time
hospitalisation,the society
hospitalisation,the uptake
hospitalisation,the very high levels
hospitalisation,the virus
hospitalisation,their healthcare systems
hospitalisation,this
hospitalisation,three vaccine doses
hospitalisation,uptake
hospitalisation,vaccination
hospitalisation,vaccine effectiveness studies
hospitalisation,very high vaccine uptake
hospitalisation,week
hospitalisation,which
hospitalisation,work
hospitalisation rates,100 000 population
hospitalisation rates,2 621 cases
hospitalisation rates,28.4–82.9%
hospitalisation rates,60%
hospitalisation rates,80%
hospitalisation rates,EU/EEA countries
hospitalisation rates,ICU admission
hospitalisation rates,Omicron
hospitalisation rates,Omicron infection
hospitalisation rates,Omicron infections
hospitalisation rates,a delayed increase
hospitalisation rates,a period
hospitalisation rates,a severe clinical outcome
hospitalisation rates,a significant role
hospitalisation rates,a whole
hospitalisation rates,absence
hospitalisation rates,adults
hospitalisation rates,booster doses
hospitalisation rates,booster uptake
hospitalisation rates,cases
hospitalisation rates,community transmission
hospitalisation rates,comparison
hospitalisation rates,countries
hospitalisation rates,country range
hospitalisation rates,date
hospitalisation rates,deaths
hospitalisation rates,earlier circulating variants
hospitalisation rates,earlier pandemic waves
hospitalisation rates,education
hospitalisation rates,effectiveness
hospitalisation rates,hospitalisation
hospitalisation rates,inherent characteristics
hospitalisation rates,lower vaccine
hospitalisation rates,many people
hospitalisation rates,mortality
hospitalisation rates,older people
hospitalisation rates,overall vaccine
hospitalisation rates,people
hospitalisation rates,several EU/EEA countries
hospitalisation rates,severe cases
hospitalisation rates,severe clinical outcomes
hospitalisation rates,severe illness
hospitalisation rates,severity
hospitalisation rates,suboptimal levels
hospitalisation rates,substantial pressure
hospitalisation rates,that
hospitalisation rates,the EU/EEA
hospitalisation rates,the current overall 14-day notification rate
hospitalisation rates,the expected impact
hospitalisation rates,the functioning
hospitalisation rates,the highest disease burden
hospitalisation rates,the highest peak
hospitalisation rates,the levels
hospitalisation rates,the majority
hospitalisation rates,the number
hospitalisation rates,the pandemic
hospitalisation rates,the reduction
hospitalisation rates,the same time
hospitalisation rates,the society
hospitalisation rates,the uptake
hospitalisation rates,the very high levels
hospitalisation rates,the virus
hospitalisation rates,their healthcare systems
hospitalisation rates,this
hospitalisation rates,three vaccine doses
hospitalisation rates,uptake
hospitalisation rates,vaccination
hospitalisation rates,vaccine effectiveness studies
hospitalisation rates,very high vaccine uptake
hospitalisation rates,week
hospitalisation rates,which
hospitalisation rates,work
inherent characteristics,100 000 population
inherent characteristics,2 621 cases
inherent characteristics,28.4–82.9%
inherent characteristics,60%
inherent characteristics,80%
inherent characteristics,EU/EEA countries
inherent characteristics,ICU admission
inherent characteristics,Omicron
inherent characteristics,Omicron infection
inherent characteristics,Omicron infections
inherent characteristics,a delayed increase
inherent characteristics,a period
inherent characteristics,a severe clinical outcome
inherent characteristics,a significant role
inherent characteristics,a whole
inherent characteristics,absence
inherent characteristics,adults
inherent characteristics,booster doses
inherent characteristics,booster uptake
inherent characteristics,cases
inherent characteristics,community transmission
inherent characteristics,comparison
inherent characteristics,countries
inherent characteristics,country range
inherent characteristics,date
inherent characteristics,deaths
inherent characteristics,earlier circulating variants
inherent characteristics,earlier pandemic waves
inherent characteristics,education
inherent characteristics,effectiveness
inherent characteristics,hospitalisation
inherent characteristics,hospitalisation rates
inherent characteristics,lower vaccine
inherent characteristics,many people
inherent characteristics,mortality
inherent characteristics,older people
inherent characteristics,overall vaccine
inherent characteristics,people
inherent characteristics,several EU/EEA countries
inherent characteristics,severe cases
inherent characteristics,severe clinical outcomes
inherent characteristics,severe illness
inherent characteristics,severity
inherent characteristics,suboptimal levels
inherent characteristics,substantial pressure
inherent characteristics,that
inherent characteristics,the EU/EEA
inherent characteristics,the current overall 14-day notification rate
inherent characteristics,the expected impact
inherent characteristics,the functioning
inherent characteristics,the highest disease burden
inherent characteristics,the highest peak
inherent characteristics,the levels
inherent characteristics,the majority
inherent characteristics,the number
inherent characteristics,the pandemic
inherent characteristics,the reduction
inherent characteristics,the same time
inherent characteristics,the society
inherent characteristics,the uptake
inherent characteristics,the very high levels
inherent characteristics,the virus
inherent characteristics,their healthcare systems
inherent characteristics,this
inherent characteristics,three vaccine doses
inherent characteristics,uptake
inherent characteristics,vaccination
inherent characteristics,vaccine effectiveness studies
inherent characteristics,very high vaccine uptake
inherent characteristics,week
inherent characteristics,which
inherent characteristics,work
lower vaccine,100 000 population
lower vaccine,2 621 cases
lower vaccine,28.4–82.9%
lower vaccine,60%
lower vaccine,80%
lower vaccine,EU/EEA countries
lower vaccine,ICU admission
lower vaccine,Omicron
lower vaccine,Omicron infection
lower vaccine,Omicron infections
lower vaccine,a delayed increase
lower vaccine,a period
lower vaccine,a severe clinical outcome
lower vaccine,a significant role
lower vaccine,a whole
lower vaccine,absence
lower vaccine,adults
lower vaccine,booster doses
lower vaccine,booster uptake
lower vaccine,cases
lower vaccine,community transmission
lower vaccine,comparison
lower vaccine,countries
lower vaccine,country range
lower vaccine,date
lower vaccine,deaths
lower vaccine,earlier circulating variants
lower vaccine,earlier pandemic waves
lower vaccine,education
lower vaccine,effectiveness
lower vaccine,hospitalisation
lower vaccine,hospitalisation rates
lower vaccine,inherent characteristics
lower vaccine,many people
lower vaccine,mortality
lower vaccine,older people
lower vaccine,overall vaccine
lower vaccine,people
lower vaccine,several EU/EEA countries
lower vaccine,severe cases
lower vaccine,severe clinical outcomes
lower vaccine,severe illness
lower vaccine,severity
lower vaccine,suboptimal levels
lower vaccine,substantial pressure
lower vaccine,that
lower vaccine,the EU/EEA
lower vaccine,the current overall 14-day notification rate
lower vaccine,the expected impact
lower vaccine,the functioning
lower vaccine,the highest disease burden
lower vaccine,the highest peak
lower vaccine,the levels
lower vaccine,the majority
lower vaccine,the number
lower vaccine,the pandemic
lower vaccine,the reduction
lower vaccine,the same time
lower vaccine,the society
lower vaccine,the uptake
lower vaccine,the very high levels
lower vaccine,the virus
lower vaccine,their healthcare systems
lower vaccine,this
lower vaccine,three vaccine doses
lower vaccine,uptake
lower vaccine,vaccination
lower vaccine,vaccine effectiveness studies
lower vaccine,very high vaccine uptake
lower vaccine,week
lower vaccine,which
lower vaccine,work
many people,100 000 population
many people,2 621 cases
many people,28.4–82.9%
many people,60%
many people,80%
many people,EU/EEA countries
many people,ICU admission
many people,Omicron
many people,Omicron infection
many people,Omicron infections
many people,a delayed increase
many people,a period
many people,a severe clinical outcome
many people,a significant role
many people,a whole
many people,absence
many people,adults
many people,booster doses
many people,booster uptake
many people,cases
many people,community transmission
many people,comparison
many people,countries
many people,country range
many people,date
many people,deaths
many people,earlier circulating variants
many people,earlier pandemic waves
many people,education
many people,effectiveness
many people,hospitalisation
many people,hospitalisation rates
many people,inherent characteristics
many people,lower vaccine
many people,mortality
many people,older people
many people,overall vaccine
many people,people
many people,several EU/EEA countries
many people,severe cases
many people,severe clinical outcomes
many people,severe illness
many people,severity
many people,suboptimal levels
many people,substantial pressure
many people,that
many people,the EU/EEA
many people,the current overall 14-day notification rate
many people,the expected impact
many people,the functioning
many people,the highest disease burden
many people,the highest peak
many people,the levels
many people,the majority
many people,the number
many people,the pandemic
many people,the reduction
many people,the same time
many people,the society
many people,the uptake
many people,the very high levels
many people,the virus
many people,their healthcare systems
many people,this
many people,three vaccine doses
many people,uptake
many people,vaccination
many people,vaccine effectiveness studies
many people,very high vaccine uptake
many people,week
many people,which
many people,work
mortality,100 000 population
mortality,2 621 cases
mortality,28.4–82.9%
mortality,60%
mortality,80%
mortality,EU/EEA countries
mortality,ICU admission
mortality,Omicron
mortality,Omicron infection
mortality,Omicron infections
mortality,a delayed increase
mortality,a period
mortality,a severe clinical outcome
mortality,a significant role
mortality,a whole
mortality,absence
mortality,adults
mortality,booster doses
mortality,booster uptake
mortality,cases
mortality,community transmission
mortality,comparison
mortality,countries
mortality,country range
mortality,date
mortality,deaths
mortality,earlier circulating variants
mortality,earlier pandemic waves
mortality,education
mortality,effectiveness
mortality,hospitalisation
mortality,hospitalisation rates
mortality,inherent characteristics
mortality,lower vaccine
mortality,many people
mortality,older people
mortality,overall vaccine
mortality,people
mortality,several EU/EEA countries
mortality,severe cases
mortality,severe clinical outcomes
mortality,severe illness
mortality,severity
mortality,suboptimal levels
mortality,substantial pressure
mortality,that
mortality,the EU/EEA
mortality,the current overall 14-day notification rate
mortality,the expected impact
mortality,the functioning
mortality,the highest disease burden
mortality,the highest peak
mortality,the levels
mortality,the majority
mortality,the number
mortality,the pandemic
mortality,the reduction
mortality,the same time
mortality,the society
mortality,the uptake
mortality,the very high levels
mortality,the virus
mortality,their healthcare systems
mortality,this
mortality,three vaccine doses
mortality,uptake
mortality,vaccination
mortality,vaccine effectiveness studies
mortality,very high vaccine uptake
mortality,week
mortality,which
mortality,work
older people,100 000 population
older people,2 621 cases
older people,28.4–82.9%
older people,60%
older people,80%
older people,EU/EEA countries
older people,ICU admission
older people,Omicron
older people,Omicron infection
older people,Omicron infections
older people,a delayed increase
older people,a period
older people,a severe clinical outcome
older people,a significant role
older people,a whole
older people,absence
older people,adults
older people,booster doses
older people,booster uptake
older people,cases
older people,community transmission
older people,comparison
older people,countries
older people,country range
older people,date
older people,deaths
older people,earlier circulating variants
older people,earlier pandemic waves
older people,education
older people,effectiveness
older people,hospitalisation
older people,hospitalisation rates
older people,inherent characteristics
older people,lower vaccine
older people,many people
older people,mortality
older people,overall vaccine
older people,people
older people,several EU/EEA countries
older people,severe cases
older people,severe clinical outcomes
